Abschöpfölsperre	f	ÔN_BIỂN	skimming barrier	màng chắn hớt bọt, màng chắn hớt váng
Abschrägen	nt	XD	beveling (Mỹ), bevelling	\Anh) sự tạo mặt vát, sự tạo mặt xiên
Abschrägen	nt	SỨ_TT	beveling (Mỹ), bevelling (Anh), siding	sự tạo măt vát, sự tạo mặt xiên
abschrägen	vt	XD	bevel, slope, splay	tao mặt dốc, tạo mặt vát
abschrägen	vt	CNSX, CT_MÁY	cham- fer	làm vát cạnh, xoi (rãnh)
Abschrägung	fx	D	bevel, cant, chamfer	mát nghiêng, mặt vát
Abschrägung	fx	KT_ĐIỆN	ramp	dốc nghiêng
Abschrägung	fx	CNSX	bevel, splay	mặt nghiêng, mật vát
Abschrägung	fx	SỨ_TT, CT_MÁY	bevel	nghiêng, mặt vát, hình côn
Abschraubbohrrohr	nt	D_KHÍ	unscrewing pipe	ông vặn tháo (kỹ thuật khoan)
Abschrauben	nt	CT_MÁY	unscrewing	sự ván ra, sư văn tháo
abschrauben	vt	CT_MÁY	unscrew	vặn tháo, vặn ra
abschrauben	vt	CT_MÁY	cơ loosen	nới lỏng
Abschraubrohr	nt	D_KHÍ	unsere wing pipe	óng vặn tháo (kỹ thuật khoan)
Abschreck-	pref	KTH_NHÂN	quench (thuộc)	dập tắt
Abschreck-	pref	L_KIM	quench, quenching (thuộc)	tôi, dập tắt
Ab schreckbad	nt	L_KIM	quenching bath	bể tói
Abschrecken	nt	SỨ_TT	chilling	sự làm nguội
Abschrecken	nt	L_KIM	quench	sự tôi
abschrecken	vt	XD	quench	dập tắt
abschrecken	vt	KT_LẠNH	chill	làm nguội, làm mát
abschrecken	vt	KT_LẠNH	cơ chill, quench	tôi, dập tắt
abschrecken	vt	L_KIM	quench	tôi
abschrecken	vt	N'H_ĐỘNG	chill, quench	làm nguội, tôi (thép)
Abschreckhärten	nt	KTH_NHÂN, L_KIM	quench hardening	sư tôi trong chất lỏng, sự cứng hoá do tôi
Abschreckmittel	nt	CNSX	cơ quenchant	chất tôi, chất dập tắt
Abschreckversuch	m	CT_MÁY	quench hardening test	sư thử tôi trong chất lỏng
Abschrot	m	CNSX	anvil cutter, hardie	dao thợ rèn, đục chặt sắt
Abschrot	m	CT_MÁY	anvil chisel, anvil cutter, hardie	đục thợ rèn, đục chặt sắt
abschroten	vt	CNSX	chop	chặt cut, bổ, chẻ
abschwächen	vt	ĐIỆN	damp	làm tắt dần, cản diu
abschwächen	vt	C_THÁI	attenuate	làm suy giảm, làm yếu dần
abschwächen	vt	FOTO	reduce	thu nhỏ
Abschwächer	m	FOTO	reducer	máy thu ảnh
Abschwächung	f	M_TÍNH	damping attenua- tion	sư làm suy giảm, sư cản diu
Abschwächung	f	V_LÝ	attenuation	sự suy giảm
Abschwächung	f	DHV_TRỤ	de- emphasis	sự chỉnh giảm (vô tuyến vũ trụ)
Abschwächung	f	VLD_ĐỘNG	attenuation	sự suy giảm
Abschwächungsmittel	nt	HOÁ	diluent	chất pha loãng
abschwefeln	vt	HOÁ	desulfurize (Mỹ), desul- phurize (Anh)	khử lưu huỳnh, tách lưu huỳnh
Abschwefelung	f	HOÁ	desulfurization (Mỹ), desulphurization (Anh)	sự khử lưu huỳnh, sự tách lưu huỳnh, sự loại lưu huỳnh
ABS-Copolymer	nt	ĐIỆN ABS	Copolymer	copolyme ABS
abseihen	vt	CN_HOÁ	íĩlter	lọc, thấm
Absender	m	V_THÔNG	sender	máy gửi; người gửi
absoluter Betrag	m	TOÁN	absolute value	giá trị tuyệt đôi (của số phức)
absoluter Brechungsindex	m	VLB_XẠ	absolute refractive index	chiết suất tuyệt đôi
absoluter‘Code	m	M_TÍNH	absolute Code, specific Code	mã tuyệt đối. mã riêng
absoluter'Druck	m	KT_LẠNH	absolute pressure	áp suất tuyệt đôi
absoluter'Druck	m	KT_LẠNH	absoluter Fehler	m
absoluter'Druck	m	M_TÍNH	absolute error	lỗi tuyệt đôi
absoluter Nullpunkt	m	KT_LẠNH, V_LÝ, NH_ĐỘNG	absolute zero	nhiệt độ không tuyêt đôi, điểm không tuyệt đối, điểm zero tuyêt đối
absoluter Wert	m	M_TÍNH	absolute value	giá trị tuyệt đối
absolutes Maßsystem	nt	KTV_LIỆU	absolute System	hệ tuyệt đối
absolutes Vakuum	nt	KT_LẠNH	absolute vacuum	chân không tuyệt đôi
absolute Temperaturskale	fw	_LÝ	perfect gas scale of temperature	thang nhiệt đô tuyệt đôi, thang nhiệt đô của khí lý tưởng
Absolutmaßsystem	nt	T_BỊ	absolute meas- ure System	hệ đo lường tuyệt đôi (trong điều khiến sổ)
Absolutmeßsystem	nt	Đ_TỬ	absolute measuring System	hệ đo lường tuyệt dối
Absolutwert	m	KT_LẠNH	absolute value	giá trị tuyệt đôi
Absolutwert	m	TOÁN	modulus	mođun, giá tri tuyệt dôi (của sô phức)
Absolutwert	m	TOÁN	absolute value	giá trị tuyệt đôi của sô thực
Absondern	nt	CN_HOÁ	Separation	sự phân ly (các thành phần)
absondern	vt	HOÁ	abstract	chiết ra, tách ra
absondern	vt	HOÁ	exude	tách lỏng (nhựa)
absondern	vt	NH_ĐỘNG	emit, give off	phát ra, toả ra
Absorber	m	KT_LẠNH	absorber	máy hấp thụ, chất hấp thụ
Absorberelement	nt	KT_LẠNH, KTH.NHÂN	absorber element	phần tử hấp thụ, thanh hấp thụ
Absorberelement mit Gelenkverbindung	nt	KTH_NHÂN	articu- lated absorber	thanh hấp thụ có khớp nôi
Absorberglied	nt	KTH_NHÂN	absorber member	bộ phận hấp thụ
Absorberschalldämpfer	m	KTA_TOÀN	absorption muffler (Mỹ), absorption silencer (Anh)	ông tiêu âm, Ống hấp thụ ám, bộ tiêu ám
absorbierbar	adj	GIẤY	absorbable	có thể hấp thụ, có thê hút thu
absorbieren	vt	THAN, CT_MÁY, GIẤY, KTA_TOÀN	absorb	hấp thụ, hút thu
absorbierte Dosis	f (D)	VLB_XẠ	absorbed	
Absorptionsmodulator	m	Đ_TỬ	absorp- - €■ — odulator	bộ điều biến hấp thụ
Absorptionsquerschnitt	m	KTH_NHÂN, YLB_XẠ	absorption cross-section	tiết diện hấp thu
Absorptionsrate	f	KTC_NƯỚC	rate of absorption	tốc đô hấp thu
Absorptionsrohr	nt	CN_HOÁ	absorber tube	óng hấp thu
Absorptionsrohr	nt	PTN	absorption tube	ông hấp thụ
Absorptionsröhrchen	nt	PTN	absorption tube	ống hấp thu
Absorptionssäule	f	CN_HOÁ	absorber col- umn	cót hấp thu
Absorptionssäule	f	THAN	absorption tower	tháp hấp thụ
Absorptionssäule	f	GIẤY	absorption column	tháp hấp thụ
Absorptions-Spektralanalyse	f	VLB_XẠ	absorption spectroanalysis	phép phân tích phô hấp thu
Absorptionsspektrum	nt	Q_HỌC, GIẤY, V_LÝ, DHV_TRỤ, VLB_XẠ	absorption Spectrum	phổ hấp thụ
Absorptionsstrom	m	ĐIỆN	absorption current	dòng điện hấp thụ
Absorptionsturm	m	CN_HOÁ, D_KHÍ		(trong lọc dầu)
Absorptionsturm	m	THAN, CNT_PHAM	absorption tower	tháp hấp thụ
Absorptionsvermögen	nt	KT_LẠNH	absorptivity	hệ sô hấp thu
Absorptionsvermögen	nt	Q_HỌG	absorp- tance	đô hấp thụ, năng suât hấp thu
Absorptionswärme	f	NH_ĐỘNG	heat of absorption	nhiệt hấp thụ
Absorptionszahl	f	TV	absorptivity, CT_MÁY absorption coefficient	hê số hấp thu
Abspann-	prefx	D, KT_ĐIỆN, D_KHÍ	guy (thuôc)	cáp, xích chằng
Abspannanker	m	D_KHÍ	guy anchor	sự neo bằng xích chằng
Abspanndraht	m	XD	stay wire	dây chằng
Abspannen	nt	XD	anchoring	sư neo chằng
abspannen	vt	XD	anchor	neo chằng (cột, trụ)
abspannen	vt	VT_THUỶ	rig	trang bị
Abspannisolator	m	KT_ĐIỆN	shackle insu- lator	sứ cách điện có móc nôi
Abspannisolator	m	KT_ĐIỆN	guv insula- tor	sứ cách điện chằng (dây kéo)
Abspannmast	m	ĐIỆN	dead-end tower, span pole	tháp có thanh giằng, tháp có kết cấu nhíp
Abspannring	m	D_KHÍ	guy ring	vòng dây xích
Abspannseil	nt	XD	guy rope	dây cáp chằng néo
Abspannseil	nt	D_KHÍ	guy anchor	sự neo bằng dây xích
Abspannseil	nt	CNSX	guy	dây cáp chằng giằng
Abspannseil	nt	VT&RĐ	guy wire	dây giằng, dãy chang
Abspanntransformator	m	KT_ĐIỆN	step- down transformer	biến áp (điên lưc) giảm áp
Abspannungs-Unterwerk	nt	ĐIỆN	step- down Station	trạm hạ thề'
Abspeer-	prefx	D	cutoff (thuộc)	cắt đứt
Abspeer-	prefx	CT_MÁY	shut-off (thuôc)	dừng, ngắt
Abspeerarmatur	f	CT_MÁY	shut-off valve	van đóng, van khoá, van ngắt bước
Abspeerarmatur	f	KT_ĐIỆN	clearance	khe hở
Abspeerarmatur	f	KT_ĐIỆN	gap	khoáng hà irơle)
Abspeerarmatur	f	T_BỊ	range	khoảng đo
~ _ space	khoảng trổng (pittông, xMÌanh .	KTH_NHÂN	clearance	khe hở
~ _ space	khoảng trổng (pittông, xMÌanh .	VTHK	spacing	giãn cách
~ _ space	khoảng trổng (pittông, xMÌanh .	VTHK	clearance	khoảng giãn canh cánh quạt, chong chóng)
~ _ space	khoảng trổng (pittông, xMÌanh .	CT_MÁY	cơ ;'earance	khe hở, khoảng trông
~ _ space	khoảng trổng (pittông, xMÌanh .	DHV_TRỤ	Reparation	khoảng tách
~ _ space	khoảng trổng (pittông, xMÌanh .	V_TẦI	spacing	gián cách
~ _ space	khoảng trổng (pittông, xMÌanh .	VT_THUỶ	clearance, spacing	siãn cách, khoảng tách
Abstandscheibe	f	CT_MÁY	shim	vòng đệm
Abstandsensor	m	T_BỊ	proximity sensor (cái)	cảm biến không tiếp xúc, (cái) cảm biến khoảng cách gần
abstandsgleich	adj	CT_MÁY	equally-spaced (thuộc)	giãn cách đêu
Abstandshalter	m	XD	distance piece, spacer block	chi tiết ngăn cách, khôi đệm
Abstandskontrolle	f	V_TẢI	headway Control	sự điều khiển giãn cách xe
Abstandsleiste	f	CT_MÁY	bumper rod	thanh giảm xóc, thanh đệm
Abstandsmesser	m	Đ_LƯỜNG	gap gage (Mỹ), gap gauge (Anh)	calip đo khe, calip hàn một đầu
Abstandsring	m	CNSX	spacer	vòng đệm
Abstandsring	m	VT_THUỶ	calibration ring	vòng định cỡ, vòng hiệu chuẩn (rađa)
Abstandsstange	f	CT_MÁY	distance bar	thanh giữ cữ, thanh giãn cách
Abstandsstück	nt	SỨ_TT	spacer	miếng đêm
Abstandsstück	nt	CT_MÁY	distance piece	chi tiết giữ cữ
Abstandsverlust	m	KT_GH1, TV	spacing loss	tôn hao do giãn cách
Abstandswarnanzeiger	m	VTHK	proximi- ty warning indicator	bô chỉ thi cảnh báo độ gần
Abstandswarnvorrichtung	f	V_TẢI	head- way warning device	dụng cụ cảnh báo giãn cách xe
Abstand zwischen Brennstoff und Hülse	m	KTH_NHÄN	clad-fuel clearance	khoảng hở vỏ
Abstand zwischen Brennstoff und Hülse	m	KTH_NHÄN	-	nhiên liệu
Abstapeln	nt	B_BÌ	destacking	sự dỡ đống, sự dỡ chổng (các tấm giá kê)
Abstech-	pref	CT_MÁY	cutoff, cutting-off (thuộc)	cắt đứt, ngắt
Abstechdrehmaschine	f	CT_MÁY	cutoíĩ machine, cutting-off lathe	máy cắt đứt, máy tiện đứt
Abstechen	nt	CNSX	parting	cắt đứt (trong cắt gọt)
Abstechen	nt	CNT_PHAM	racking	sự rót
Abstechen	nt	CT_MÁY	parting-oíĩ	sự cắt đứt
abstechen	vt	CNSX	truncate	cắt cụt
Abstechmaschine	f	CT_MÁY	cutting-ofT machine	máy cắt đứt
Abstechmeißel	m	CT_MÁY	cutting-ofĩ tool	dao tiên cắt đứt
Abstechmeißelhalter	m	CT_MÁY	cutting- off tool holder	giá dao tiện cắt đứt
Abstechschlitten	m	CT_MÁY	cutting-off slide	bàn dao cắt, bàn dao ngang
Abstechstahl	m	CT_MÁY	parting tool	dao tiên cắt đứt
Abstechwerkzeug	nt	CT_MÁY	cutting-off tool, parting tool	dao tiên cắt đứt
Abstecken	nt	XD	setting out, staking	sự dựng cọc, sư dựng mốc (trắc địa)
abstecken	vt	XD	peg out, set out	dựng cọc, dựng mốc (trắc địa)
Absteckkette	fx	D	surveyor’s Chain	thước trắc địa
Absteh-	pref	SỨ_TT	conditioning, soaking (thuộc)	xử lý lần cuối, ủ nóng đều
Abstehen	nt	SỨ_TT	conditioning	sự xử lý lần cuối
Abstehofen	m	SỨ_TT	soaking pit	hô ủ nóng
Abstehzone	f	SỨ_TT	conditioning Zone	vùng xử lý lần cuối
Absteifen	nt	XD	shoring	sự gia cố, sự tăng cứng, sự chống đõ
absteifen	vt	XD	brace, prop, shore	chằng, néo, chông, đỡ, gia cố
absteifen	vt	CNSX	truss	chẳng, bó, buôc
absteifen	vt	KT_DỆT	stiffen	gia cô, làm cứng
Absteifung	fx	D	sheeting	sư đóng hàng
Absteifung	fx	CNSX	stiffening	sự gia cố, sư tăng cứng
abstrahlendes Kabel	nt	V_THÖNG	radiat- ing cable	cáp bức xạ
abstrakt	adj	M_TÍNH	abstract	trừu tượng
abstraktes Symbol	nt	M_TÍNH	abstract ỉvmbol	ký hiệu trừu tượng
abstreichen	vt	CNSX	strickle	gạt, gạt bang
abstreichen	vt	CNSX	level	san bằng (đúc)
Abstreichlineal	nt	CNSX	strike	thước gạt đất
abstreifen	vt	XD	wipe	lau, chùi
abstreifen	vt	M_TÍNH	truncate	cắt cut, cắt bỏ
abstreifen	vt	L_KIM	strip	tẩy gỉ, tẩy mạ
Abstreifer	m	XD	wiper	khăn lau, giẻ lau
Abstreifmesser	nt	KT_DỆT	knife	thanh dao
Abstreifring	m	ÔTÔ	oil Control ring	vòng vung dầu (bình dầu)
Abstreusplitt	m	XD	blotter material	vật liệu tẩm
Abstrich	m	CNSX	scum	xỉ nổi, bot, váng
Abström-	prefv	THK	trailing (thuộc)	quét, đuôi, sau
Abstrômkegel	m	KT_LẠNH	diffuser cone	nón khuếch tán, côn khuếch tán
Abstufen	nt	M_TÍNH	Staging	sư tách chuyển (dữ liệu)
abstufen	vt	XD	grade, graduate	phân cấp, phân loại, chia đô
abstumpfen	vt	IN, CT_MÁY	blunt	làm cùn, làm nhụt
abstumpfen	vi	CT_MÁY	blunt	cùn, nhut
Absturz	m	M_TÍNH	crash	sự cố
abstürzen	vi	M_TÍNH	crash	bị sự cố
abstützen	vt	XD	prop, strut	chống đỡ, gia cô
Absuchen	nt	V_THÔNG	scanning	sự quét (rađa)
ab takeln	vt	VT_THUỶ	unrig	bỏ trang bị
Abtast-	pref	ĐIỆN, T_BỊ	scanning (thuộc)	quét
Abtastbereich	m	M_TÍNH	Scan area	vùng quét
Abtastbereich	m	T_BỊ	Scanning range	khoảng quét
Abtasteinrichtung	/	TV	Scanning de vice	thiết bị quét
Abtastelektronenmikroskop	nt	ĐIỆN, V_LÝ	scanning electron microscope	kính hiên vi điên tử quét
Abtastelement	nt	T_BỊ	sampling element	phần tử lây mẫu
Abtastelement	nt	KTH_NHÂN	sensing ele- ment	phần tử cảm biến
Abtasten	nt	M_TÍNH	sampling, scanning, sensing	sự lấy mẫu, sự quét, sự cảm biến
Abtasten	nt	TV	scanning	sư quét
Abtasten	nt	T_BỊ	scanning	sự quét
Abtasten	nt	T_BỊ	data sampling	sự lấy mẫu dữ liêu (các dữ liệu)
Abtasten	nt	T_BỊ	measuring data sampling, measuring data scanning	lấy mẫu dữ liệu đo; quét dữ liêu đo (từ các dữ liệu đo)
Abtasten	nt	KTH_NHÂN	sens- ing	sự cảm biến
Abtasten	nt	CT_MÁY	calipering (Mỹ), callipering (Anh)	sự đo bằng thước cặp, sự đo bằng compa
Abtasten	nt	V_LÝ, VLB_XẠ	scanning	sự quét
abtasten	vt	M_TÍNH	read, sample, sense	
Abtastung mit variabler Ge-schwiiidigkeit	f	TV	variable-speed äcannjng	sư quét tốc đô thay dổi
Abtast verfahren	nt	TV	scanning process	que trinh quét
Abrastverhalten	nt	ĐL&ĐK	sampling action	tác động láy máu
Vertikalverstärker	m	Đ_TỬ	sam- pl ing vertical amplifier	bộ khuếch đại lấy mtẫu dọc
Abtastwert	m	Đ_TỬ	sample, sampled value	mau, giá trị đã lấy mẫu
Abtastwert	m	V_THÔNG	sample máu	
Abtastzyklus	m	TV	scanning cycle	chu trinh quét
Abtastzyklus	m	T_BỊ	sampling cycle	chu trình lấy mẫu
Abtauen	nt	CNT_PHẨM	defrosting	sự làm tan báng, sự làm tan đông
abtauen	vt	KT_LẠNH	thaw	làm tan băng
abtauen	vt	'NT_PHAM	defrost	làm tan bâng, làm tan đông
abteilungsübergreifendes Qualitätssicherungssystem	nt (TQMS)	'H_LƯỢNG	Total Quality Management System	
abteilungsübergreifendes Qualitätssicherungssystem	nt (TQMS)	'TQMS)		hệ quản lý chất lượng toàn bộ
Abteilventil	nt	CNSX	block valve	van chắn thiết bị gia công chất dẻo)
abteufen	vt	XD	bore	khoan lỗ, khoét lỗ
Abteufgerüst	nt	THAN	sinking trestle	vì chông đào lò
Abteufpumpe	f	KTC_NƯỚC	borehole pump	máy bơm tưới khi khoan
Abtönen	nt	C_DẺO	shading, tinting	sự tô màu, sự tạo sắc, sư nhuộm màu
abtönen	vt	XD	tint	tô màu, tạo sắc
Abtönung	f	C_DẺO	shading, tinting	sự tô màu, sự tạo sắc, sự nhuộm màu
Abtragen	nt	CT_MÁY	removal	sự loại bỏ
Abtragen	nt	V_LÝ	ablating	sư tan mòn
abtragen	vt	S_PHỦ	erode	làm xói mòn
abtragen	vt	XD	skim, wreck	hớt bọt, hớt váng, tháo, dỡ
abtragen	vt	XD	clear out, cut	rửa trôi (đất)
abtragen	vt	XD	transfer	chuyển, dỡ (hàng)
abtragen	vt	CNSX	erode	làm hao
abtragendes Mittel	nt	S_PHỦ	abrasive sur- face	bề mặt mài
Abtragung	f	S_PHỦ, CNSX	erosion	sự hao mòn (cắt gọt)
Abtragung	f	ÔN_BIEN	wear	sự hao mòn
Abtransport	m	XD	removal	sự loại bỏ
Abtransport von Korrosionsprodukten	m	KTH_NHÂN	carry-off of corrosion Prod ucts	sự loại bỏ các sản phẩm ăn mòn
abtrennbarer Nasenkegel	m	VTHK	detachable nose cone	chóp côn mũi có thê
abtrennbares Düsenaggregat	nt	VTHK	detachable pod	vỏ bọc động cơ có thê tháo
Abtrennen	nt	CNSX	separating	sư tách (các hạt vật chất)
abtrennen	vt	XD	partition	ngăn, phân chia
abtrennen	vt	HOÁ	isolate	tách riêng, cô lâp
abtrennen	vt	Đ_KHIẾN	disconnect	tháo rời, ngắt
abtrennen	vt	VLC_LỎNG	bail out	múc ra
Abtrennende	nt	CNSX	crop end	đầu co, đầu cắt bỏ
Abtrennen des Nietkopfes	nt	CNSX	rivet washing	sự cắt đứt đầu đinh tán
Abtrennung	f	P_LIỆU	Separation	sư tách
Abtrennung	f	XD	partitioning	sư ngăn, sự phân chia
abtreppen	vt	XD	bench	tạo bậc
Abtretender	m	S_CHÊ	assignor	người chuyển nhương
Abtretungsempfänger	m	S_CHÊ	assignee	người được chuyển nhương
Abwaschfestigkeit	f	VẼ_KT	resistance to V ashing	độ bền rửa trôi, sức chiu rửa trôi
Abwasser	nt	P_LIỆU	drain water, effluent, wastewater	nước thoát, dòng chảy thoát, nước thải
Abwasser	nt	D_KHÍ	effluent	dòng chảy ra, dòng thoát ra
Abwasser	nt	KTC_NƯỚC	sewage, sewage .vastewater	nước thải, nước tháo
Abwasserablauf	m	KTC_NƯỚC	sewage effluent	dòng nước thải tháo ra
Abwasseranalyse	f	P_L1ỆU	wastewater analysis	sự phán tích nước thải
Abwasseranfall	m	P_LIỆU	sewage flow, vol- ume of sewage	dòng nước thải, dung tích nước thải
.AbWasseraufbereitung	f	P_LIỆU	sewage treatment	sự xử lý nước thải
.AbWasseraufbereitung	f	ÔNMT	waste- water treatment	sư xử lý nước thải
Ab Wasserbecken	m	P_LIỆU	stabilization ỊX)nd	bê chứa nước thải, bê làm ôn định
Abwasserbehandlung	f	P_LIỆU	sewage rreatment	sự xử lý nước thải
Abwasserbehandlung	f	KTC_NƯỚC	wastewater purification	sự tinh loc nước thài
Abwasserbehandlung mittels aerober Reinigung	f	P_LIỆU	aerobic sewage treat- ment	sư xử lý nước thải ưa khí
Abwasserbehandlungsanlage	f	P_LIỆU	clarification plant, sewage treatment plant	thiết bị xử lý nước thải, thiết bị làm sach nước thải
Abw r asserbeseitigung	f	P_LIỆU	sewage disposal, sewage water disposal	sự khử bỏ nước thải, sự loại bỏ nước thải
Abw r asserbeseitigung	f	ÔNMT	wastewater disposal	sư loại bỏ nước thải
Abwassereinlauf	m	KTO_NƯỚ(’	wastewater outfall	mương tiêu nước thải, kênh xả nước thải
Abwassereinleitung	f	P_LIỆƯ	sewage dis- charge	sự xả nước thải
Abwassereinleitung	f	ÔN_BIÊN	marine sewage disposal	sư loại bỏ nước thải xuống biển
Abwassereinleitung	f	ÔNMT	wastewater discharge	sư xả nước thải
Abwassereinleitung	f	KTC_NƯỚC		sewage effluent dòng thoát nước thải, Underground wastewater disposal sự loại bỏ nước thải ngầm (xuống lớp nền)
Abwassereinleitungsstelle	f	P_LIỆU	sewage outfall	mương tiêu nước thải, kênh xả nước thải
Abwasserfaulraum	m	P_LIỆU	hydrolizing tank, privy tank, septic tank	hô rác tư hoại, hô phân tự hoại, bể thuỷ phân
Abwasserfischteich	m	P_LIỆU	wastewater fishpond	bê nuôi cá bằng nước thải
Abwasserkanal	m	XD, KTC_NƯỚC	sewer	cống nước thải, kênh nước thải
Abwasserkanalisation	f	KTC_NƯỚC	sew-	
Abwasserklärung	f	P_LIỆU	sewage purifi- cation, sewage treatment	sự làm sạch nước thải, sự xử lý nước thải
Abwasserpilz	m	P_LIỆU	sewage fungus	nấm nước thải
Abwasserreinigungsanlage	f	P_LIỆU	sewage treatment Works	xưởng xử lý nước
.Abwracken	nt	VT_THUỶ	ship breaking	sự gm? tàu
Ab Wurf	—	DHV_TRỤ	drop	sự thả, sự ném
.Abwurfbremsschirm	m	VTHK	message 1 '_:í	sự thả dù phanh (máy bay lên thắng)
Abwurfeinrichtung	f	CT_MÁY	tripper cơ	cấu nhà khớp
Abwurf gebiet	nt	DHV.TRỤ	drop Zone	vùng thả từ tàu vú trụ)
.Abwurfschacht	m	XD	chute	máng chuyên
.Abwurfspitze	f	DHV_TRỤ	ejectable nose rc-ne	phần chóp mủi phóng ra được (tàu cù trụ/
.Abwürgen	nt	ÔTÔ, VTHK	stall	trạng thái thất tốc, trạng thái đứt dòng (của động cơ, máy nén. động cơ tuabin)
ab würgen	vt	ÔTÔ	stall	tắt cưỡng, làm sụt
Ab zapf-	prefD	IỆN	tapping (thuộc)	nối nhánh, phân nhánh
abzapfen	vt	CNSX, CT_MÁY	bleed	tháo, xả chất long)
Abzapfintervall	nt	ĐIỆN	tapping Step	bậc ohán nhánh, bước phân nhánh
Abzapfpunkt	m	ĐIỆN	tapping	diêm phán nhánh, sự phán nhánh
abzapfungslos	adj	ĐIỆN	untapped	không rẽ nhánh (máy biến áp)
Abzapfwechsler unter Last	m	ĐIỆN	on-	
Abzieh-	prefx	D	screed (thuộc)	san bằng, gat
Abzieh-	prefx	SỨ_TT	transfer (Anh)	sự sao lại, stỉ in đê can
Abziehapparate	m pl	KT_DỆT	doíĩĩng devices (các)	thiết bi đó sợi
abziehbarer Schutzbelag	m	B_BÌ	pee- lable protective coating	lớp phủ bảo vệ có thể lột ra đươc
Abziehbild	nt	SỨ_TT	decal (Mỹ), transfer (Anh)	sự in đê can, sư in chuyên
Abziehbohle	fx	D	screed board	tấm gạt, tấm san bằng
Abziehen	nt	CNSX	Stripping	sự ép ra, sư
abziehen	vt	XD	rub, smooth	co nhẵn, mài nhẵn
abziehen	vt	XD	íĩnish	hoàn thiên (bê tông)
abziehen	vt	XD	level	trát phẳng (tường)
abziehen	vt	XD	strike off	gạt phang (bề mặt)
abziehen	vt	M_TÍNH	disconnect	ngắt (phích cắm, cáp)
abziehen	vt	CNSX	hone	mài doa, mài khôn
abziehen	vt	FOTO	print	in ảnh
abziehen	vt	CNT_PHẤM	skin	tách (vỏ), lột (da)
abziehen	vt	CT_MÁY	hone, withdraw	mài, mài doa, mài khôn
abziehen	vt	TOÁN	subtract	trừ
abziehen	vt	TOÁN	cổ hone	mài, mài doa, mài khôn
abziehen	vi	XD	draw	vẽ kỹ thuât
Abzieher	m	ÔTÔ	gear puller	dụng cụ tháo vành răng (khỏi trục)
Abziehfilmverpackung	f	B_BÌ	peel-off wrapping	bao bì kiêu bóc lột
Abziehstein	m	CNSX	oilstone	đá mài dầu, Cơ
Abziehstein	m	CNSX	honing stone	đá mài doa, đá mài khôn
Abziehsystem	nt	B_BÌ	peelable System	hệ bao bì lột đươc
Abziehvorrichtung	f	CT_MÁY	extractor, withdrawal tool	kìm nhổ, dung cụ tháo
ACC	V_tắt 'automatische c rnjminanzregelung)	TV ACC		(automatic h
ACC	V_tắt 'automatische c rnjminanzregelung)	TV ACC	-	m nance control) sự điêu khiên (cường đột màu tư đông
AC-Eingang	m	KT_ĐIỆN AC	input	lối vào xoav chiêu
AC-Erregung	f	KT_ĐIỆN AC	excitation	sự kích thích bằng dòng xoay chiêu
AC-Erzeugung	/ -	KT_ĐIỆN AC	current gen- eratíon, AC generation	sư phát dòng xoay chiếu, sự tạo ra dòng điện xoay chiều
Acetal	nt	C_DẺO, CNT_PHẨM	acetal	axetal, axetan
Acetaldehyd	m	HOÁ	ethanal	etanal, etanan
Acetaldehyd	m	CNT_PHAM	acetaldehyde	axetalđehyt, axetanđehyt
Acetaldol	nt	HỜÁ	acetaldol	axetanđol, axe- tanđon
Acetaldol	nt	CNT_PHÂM	aldol	anđol, anđon
Acetat	nt	HOÁ, CNT_PHẨM	acetate	axetat
Acetat	nt	KT_DỆT	acetate, Cellulose acetate	axetat, axetat xenluloza
Acetatfaser	f	KT_DỆT	acetate, Cellulose acetate	axetat, axetat xenluloza
Acetatfaserstoff	m	KT_DỆT	acetate, Cellulose acetate	axetat, axetat xenluloza
Acetatfolie	f	B_BI	acetate film	màng axetat
Acetatkleber	m	B_BÌ	acetate adhesive, acetate glue	chất dính axetat, keo axetat
Acetatlaminat	nt	B_BÌ	acetate laminate	lớp mỏng axetat
Acetatverbundmaterial	nt	B_BÌ	acetate	
Acetessig-	pref	HOÁ	diacetic (thuộc)	diaxet- ic
Acetin	nt	CNT_PHAM	acetin	axetin
Acetoglycerid	nt	CNT_PHAM	acetoglyceride	axetoglyxerit
Acetolyse	f	CNT_PHAM	acetolysis	sự axeto phân
Aceton	nt	HOÁ	acetone, propanone	axeton, propanon
Aceton	nt	IN, C_DẺO	acetone	axeton
Acetonextraktion	f	C_DẺO	acetone extrac- tion	sự chiết axeton
Acetonharz	nt	CNSX, C_DẺO, B_BÌ	acetone resin	nhựa axeton
Acetonitril	nt	HOÁ	acetonitrile, ethaneni- trile	axetonitrin, etanenitrin
Acetophenon	nt	HOÁ	acetophenone	axe- tophenon
Acetylcellulose	f	C_DẺO	acetate, Cellulose acetate	axetat, axetat xenluloza
AC-Feld	nt	ĐIỆN		
AC-Feld	nt	AC	field	trường xoay chiều
AC-Generator	m	ĐIỆN, V_LÝ AC	generator	máy phát điên dòng xoay chiêu
AC-GS	v_tắt (Wechselstrom-Gleichstrom)	KT_ĐIỆN AC-DC		
AC-GS	v_tắt (Wechselstrom-Gleichstrom)	AC		- DC, xoay chiều
AC-GS	v_tắt (Wechselstrom-Gleichstrom)	AC	-	môt chiều
